n,x1,x2,x3,x4,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35
264,0,0,0,0,0.01030300927689836,0.2724242044046294,3.378685513276264,385.175953859291,12.08925553105178,-6446.848958509587,-64.30600774060524,2937.24539045058,5.197100880294174,1586.407117368686,9458.386030352547,-3560.854482621789,1522.441527326473,7418.453650928271,44.74892860500336,123.8325767859771,-22.42750843255934,-0.7249830180587805,17.61763729136116,-71.6960454906398,9.047872457327138,85.13074088460476,-93.70350803276813,-36.80671120740699,56.4985520225389,0.1649283507121786,68.44410941885779,115922.5008748491,9076743.618354335,42942.20789011123,3228311.272252112,1.744191387429603,2827.615701585463,1.30355089481926,5.717899801915591
265,-1,-1,-1,-1,0.007718573424825725,0.2144066542826904,1.49171663616168,359.1700416366989,9.708326029080048,-2697.844709357996,36.24011080160292,1668.414146889267,4.495390512893287,926.4995741284279,4704.226078152455,-1807.944066675223,962.2200657486972,3659.934515403517,34.95264734045001,80.40795640512988,-17.45820252971235,0.3131395107716015,22.82546051018064,-44.59347148198361,6.451682433537135,62.08295989906082,-76.00056088662865,-28.4655979738859,46.01436743132091,0.290721244657372,48.05697939165242,73297.6267870935,6482693.512308041,32398.17368241728,3030807.570159613,2.209742468765848,3551.977927680059,1.777783036233319,6.820007247512455
266,1,-1,-1,-1,0.007651548943092964,0.2667563790137677,2.353504205344061,391.8763529839121,11.61642026804296,-3800.373196399612,49.08333279440598,1899.821175260943,5.410967518399765,1158.556564972985,5183.783059889916,-3032.170461739772,1206.047681801671,4209.527721967118,39.44878137234128,92.12883945522412,-21.4291064349014,-0.6906431144278188,19.10300339050644,-41.36833516904442,10.0664204924356,79.92105733012711,-79.73490532517987,-32.09688628742422,45.90552223625168,0.08693618179109963,60.2597513449714,95878.74276422965,8308404.614130965,41253.64567239101,2951366.253170966,1.149553913199731,2613.091633083709,1.564721594851969,5.700626941771948
267,-1,1,-1,-1,0.00926370817180911,0.2179747620655794,2.13215391530609,342.6676205276033,10.01651610542599,-3903.62377401402,-239.8209494386456,1917.457512219444,2.417866694519285,1142.439165932503,6858.482217882245,-2028.089529007014,901.4894593057477,6193.049545716994,37.44418499555625,105.5572301058645,-17.15617148645567,0.006664030816088498,12.36654847426731,-65.13472910645066,5.263749674496881,73.49136237070148,-80.20766953352717,-29.29542643633598,56.2082056195719,0.2779554601911584,44.98836157743374,110104.1310665494,6603732.532583205,37361.40665280485,2945730.784712241,4.456218114425108,3491.912261659313,1.398327529123545,5.911799248448003
268,1,1,-1,-1,0.009133183685129644,0.2584535848025217,3.458559963968316,367.0990450014744,12.2704328607092,-5727.080850917308,-401.7883552063428,1829.468122248305,2.719721582533971,1814.795131152245,9074.772801989322,-3275.701493734555,1411.57843795897,6848.675879752715,46.70819541103036,121.3394517343733,-34.62327279790757,-0.8895726954426673,16.41882148337472,-52.64309555381558,8.707539409309424,82.95121528604997,-104.1249510584029,-39.43571297364934,46.27631012045656,0.04594989675134671,61.92662026180653,163861.768516721,10060037.97728711,50751.65812531354,3232430.252861547,1.490653081792682,2604.473372497589,1.230252120868092,5.818569041782387
269,-1,-1,1,-1,0.008347880483945278,0.2249849302233494,1.703921445338669,363.8394722663094,9.822822975682474,-3607.013996862431,61.43481698733218,2006.559243254254,6.446100213403094,975.6057423239718,7056.022966320058,-2012.519990614556,1037.336304722095,7014.843286952496,35.56524932028711,106.916288812182,-18.17111010281338,0.2242369676598386,24.73867335449038,-43.59385426009626,7.048159901287219,63.18528295768903,-88.84900668877995,-28.48366099867045,50.65772634887121,0.3101200914821771,58.47003093870722,80466.4523517006,9402466.744332517,32974.85446655082,3276894.515146328,3.102763324468683,3550.848187727703,1.626684873578607,5.833092452299498
270,1,-1,1,-1,0.008408952102152622,0.3127004667483396,3.313167118629859,433.9347389112602,11.919037664652,-7130.922227222166,-69.1808865453074,2133.913341605309,6.863448569399397,1458.782947549154,10389.99505106826,-4204.374579653736,1384.676707694899,8673.259561554692,44.09420402261112,129.3893405407607,-44.58630984767949,0.4783047244201675,31.56652690954521,-67.68661914598461,11.33932456865684,84.01249358363465,-100.8164639743782,-34.88973939231566,59.63262790455652,0.2684147965279027,81.32713961998586,133371.2001964686,14483067.90010221,46330.19487417338,3495303.241495413,1.772820546902191,2572.282191345039,1.397783867700661,4.901441873455569
271,-1,1,1,-1,0.01016403703446233,0.2300734754998483,2.388848124596501,351.2443342095055,10.19249360123706,-4201.360057473138,-132.6051239783635,2139.887162443772,3.695691266308125,1174.376773685596,7915.149921184514,-2692.279729948449,1038.088116984693,8186.488313256581,38.17920092216747,109.6687723688467,-15.56800741891851,0.1099095718726969,15.93770116759907,-59.14013477220978,4.465370813678206,70.89786672176581,-103.2663584185361,-29.57517871506404,63.5631060039868,0.2894550435263752,51.78619558004078,102557.6400784849,6242745.202455272,38251.69073883432,2944789.178890854,5.872675972161716,3433.912719737782,1.432430934014759,5.76879648100732
272,1,1,1,-1,0.01040759434528146,0.3361197590623169,5.098704089474485,449.9159524897226,12.73665975612268,-6142.206062574118,-381.0457171781583,2970.991233015346,16.26685900958762,2255.242047027726,12782.34344094944,-4838.601701952149,1873.053235638984,10848.81825247751,52.81416778446977,143.9455352226047,-32.04841576302125,-0.2419388863753066,34.93680863255095,-62.25403924929668,10.14719910283222,72.63208185270999,-133.4252074439799,-44.72491550241595,41.01047750725555,0.2389206628089227,101.6669292905405,197026.0804473963,20363701.69755059,52093.07846260997,3570696.544514607,3.782089818299329,2361.724422966194,1.224770001879756,6.950720232076148
273,-1,-1,-1,1,0.01178583703649203,0.2464553502615738,1.863035913822352,378.8840166889622,11.58573161245001,-2997.332006499871,46.34042211708674,1802.833314772376,3.676103549363581,945.2408789232692,4705.461899305325,-2425.728474578322,988.5213179546046,3963.75020606215,35.90486693504819,81.50596247846462,-22.07104626178511,-0.7822167587596557,19.25099502558415,-45.30201730476094,7.401294236985104,65.49981830496564,-73.93679337336064,-28.36373607489788,45.31312885540809,0.1646769796388951,64.10371815868372,61744.31662081557,5457902.001274749,32309.78339256068,2859314.888289538,2.094459286754057,3496.052546049239,1.579449778742087,6.253299420519352
274,1,-1,-1,1,0.01169357612814835,0.2795892852108431,2.441307438857852,401.0411078145513,14.43113760121027,-3708.954759292165,-74.5021401069453,1976.311900615908,2.32808393927668,1222.612803153821,4916.88461121392,-3298.779382655847,1149.642266074644,4422.311895303132,40.90115143356663,89.29396452552169,-25.06021733692906,-2.741301641099017,20.9987604627259,-32.33869900867243,12.31312789163474,75.15801222079249,-71.9074656024798,-31.80352737186954,48.78258859678358,0.07336956291018505,76.31345114309958,94060.00475970899,7927687.589753426,42517.77252623051,3046532.644650846,0.8349210815796553,2550.155158352045,1.400938507368996,5.459952288089854
275,-1,1,-1,1,0.01553928090108622,0.2430361135693282,2.839785266274891,354.0704726690048,12.34177424680752,-5272.210653981146,-611.8382104777272,2372.774540778382,5.353440316290598,1510.65827261044,8383.556742212815,-2341.285100553098,908.3815107646141,6511.21180534022,42.39687764656063,116.9720250455797,-37.87044960802305,-0.7670751523982068,25.34773160614359,-60.75942818284452,7.287136263533061,83.18319919172504,-85.01671387421823,-32.88525600876458,54.9998259318469,0.3138025255590137,57.7398358448789,152390.3642125853,9049835.246178817,41747.21926967648,3151130.968447838,4.363965459459013,3685.958699243181,1.409441788091106,7.014445882442033
276,1,1,-1,1,0.01548582238049097,0.2143249106443234,2.335489818247799,321.1646454905449,16.26089804904912,-3379.260679450014,-531.6911383334972,1633.746853099173,2.553486905355658,1622.467601837478,7077.895695824602,-2228.799537636556,1199.482062430626,5801.833834029308,44.21718241312956,107.4825112911371,-28.70730554940831,-2.714223577630626,17.24967385789472,-35.93394342742184,8.599615967497005,67.64576503091166,-91.2237797078048,-38.13411255177795,36.8596963975433,0.2794030471550445,43.43935400761851,142807.2177530351,7455854.262367198,50225.07474707021,3189342.293507646,1.983979520497118,2146.382504610772,1.285681931566981,5.390842234274958
277,-1,-1,1,1,0.01276292777631458,0.264289922263325,2.278717777491741,391.3125079213594,11.75426622452684,-4823.351785062745,99.83412601196953,1882.762702683019,5.545335742660433,1122.006617214159,8132.292966125109,-2016.570486813299,1225.484131303914,7538.686974583094,38.49975815527169,114.8521410573881,-22.3720276610643,-0.3192119088195541,22.19473018784795,-54.53495808622982,7.882215692822864,70.13818363715743,-93.91699716865813,-30.15540530840467,49.99030604185605,0.3407605520824371,70.52787569823552,77921.57395980721,8861905.137756487,33094.66850445126,3294341.426096998,4.142242740635612,3198.648943761104,1.403703755965694,6.725597418211808
278,1,-1,1,1,0.01268456601189629,0.3233061883001728,3.477407379341711,438.4063479909213,14.92833449679658,-5781.102825706179,-109.9685445154092,2663.549961562117,14.79454779928935,1666.334608002127,9825.789093548063,-3705.774637706268,1547.911687681802,8055.272990876299,47.47432975255914,126.7161217151946,-48.925218653264,-2.555008696698084,39.05296599869005,-51.8046224830843,12.81672516145092,78.37430578115972,-104.6775242758556,-36.19968328628168,53.92479952266906,0.2946327544652875,82.17528922053991,122330.3589591548,10210873.22547411,47415.60128951412,3325162.190963841,2.684450613450506,2263.382131579778,1.232256489574398,4.877176544660093
279,-1,1,1,1,0.01698415052559274,0.2666227334138825,3.217733046664744,378.5065230589705,12.66776711161671,-5401.448384154439,-341.4245885684377,2135.559095533313,4.546164240964097,1517.423261800632,9821.959594242293,-2357.253207907542,1179.776637287691,9366.800177731635,43.51572506127354,125.5773957980586,-25.34777357200047,-0.6632068174122234,22.56936556831555,-52.1145210861575,6.510431678603216,73.1105117631072,-118.8662678271139,-36.12123334799074,59.72502486330135,0.3323150154316918,70.20570264088587,143710.0051914281,11397410.2023524,41052.07694978403,3406238.831267337,5.739451148485264,3944.294021891409,1.443060303996994,6.272534218347348
280,1,1,1,1,0.01747017427527452,0.3806424618252109,5.694947528207281,439.9659553580994,16.84525353230287,-7381.162657678964,-722.6321412377775,1944.134583491162,24.45357513204894,2662.07900238265,13000.17919810752,-5173.126793300766,1925.014607765966,9819.937291845406,57.28970841037812,144.9431434662883,-52.90314590421502,-2.996304368974942,40.38635066536573,-55.67864112424514,11.54359235229385,70.04172288875468,-138.7006131439134,-48.41428320860518,42.57145579819962,0.1734076028139624,104.1302691297983,177014.1166615169,20115182.45654338,54708.91739436757,3874647.266403829,2.296216001056901,1927.805965925579,1.121116854021763,4.886747429457929
281,2,0,0,0,0.01020622609562766,0.3519319244140444,4.64639900453647,468.3986914095001,14.54837725001409,-6429.117007337722,-428.3518480155211,3721.513345646008,5.20196206793641,1876.700413186693,10631.26108041568,-4221.973338188135,1447.961164424794,7274.473972024321,49.17811545267562,131.4641503923847,-33.63435127097611,-1.788243764624494,24.96373290895827,-50.65914597168664,12.66835793332702,90.17312650539267,-104.5889062231805,-40.05316817896014,43.34987812687515,0.07633709794924873,98.17633545506044,194629.9989047105,14958180.28884098,50403.90045349571,3592395.631384672,1.407570222923878,2391.264732518523,1.261531933719041,5.362669225932295
282,0,-2,0,0,0.01036635008775769,0.2564431957542337,1.943665530197634,386.7056106764846,12.36642505941339,-3555.052655323239,274.8987593493292,1834.414136361311,2.028429330222195,988.6506478911034,4765.775929715712,-2765.843563148425,1260.195451299842,4046.632755980855,36.53239047804347,88.19284355634416,-34.8970146977392,-1.021749560222998,20.15107312404392,-29.39916932507563,9.626431138774384,71.00813451307543,-72.95695820866258,-28.75374770338925,71.94854272768437,0.1147047743278899,60.01401489644578,63413.69004173588,12295996.15949135,34341.35542774948,3238840.371308068,1.26784094148515,2602.375337063132,1.494946432376609,5.402280185258311
283,0,2,0,0,0.02005036393243199,0.1796548497141259,2.495701812104384,278.7713609550979,14.681138010873,-3681.315081573038,-587.1427794096085,1625.748699565728,5.443371528951217,1908.886532567983,9144.949798161624,-2642.811945810089,1316.45788504823,7909.855006900072,46.19755119093938,122.6422493746507,-26.90716524567681,-1.616772246072987,21.28428681500682,-30.84684142514889,4.737444608283965,65.01718315319428,-115.4482248631836,-40.83518582987878,52.15518099698269,0.2169772374885656,28.08903372604427,196863.9599573731,26804798.032967,50711.62747582568,4153727.992928418,5.528455775104947,2737.592772681187,1.3064740383879,7.025099988083428
284,0,0,-2,0,0.01032838084303368,0.2276354516292734,2.181418111381421,347.0148438958427,12.11725832807283,-3526.794155467576,-39.0079249835014,1528.248749025474,2.232696124891777,1167.862124119742,4239.95485418458,-2114.055223580223,875.9816480972042,4815.89939985354,38.93997043555581,83.15763540974339,-16.72332979241986,-1.456095032642827,13.00942395667906,-42.96823686617518,7.899578726281299,70.98722550233029,-74.93218840470749,-29.10886296143299,43.46658329717421,0.06695709966927503,47.49872373079248,104152.0477209381,7937839.923504672,38711.78248662282,2721325.695026455,1.100292486778736,3349.182568832134,1.652917761938336,7.955409775313983
285,0,0,2,0,0.01261479938192534,0.2403858098498735,2.511278410889807,374.9450045832349,12.77676241363032,-4370.95474255758,-28.05419491577415,1587.248380389293,8.000201971297226,1262.497831722196,6729.823423707681,-2007.014805581988,1200.821730506076,6558.305000199568,39.73414555014938,97.78168043685952,-18.30486287603017,-1.529897534393696,26.63036722788934,-42.44694388187392,7.66627862145618,60.61741297122266,-90.89306680083924,-32.53808875638845,36.1709953750322,0.2285498008903376,57.09739018617188,78296.60129679451,5840922.626563087,40083.46791435146,2744704.287978296,2.492155073082239,2785.542434162949,1.673410155686286,8.603154505587321
286,0,0,0,-2,0.005580101613172108,0.2120248080756704,2.200535756546699,336.5620225242028,9.372176008773105,-3601.023984326722,34.81130054451626,1988.22010345929,5.148253023645391,1256.188108950448,6632.108901110169,-1682.963120578061,1293.533083068799,6388.700907422038,39.73820218648227,103.5014950150803,-11.38640670918833,1.170422274096574,17.2546889661243,-61.2136908430089,7.592796858932977,66.53144178899872,-81.5099272862753,-33.4533507923684,44.56142180060751,0.1857491041879436,42.60767398497288,117142.9874375378,8420407.021267682,45290.77113566815,3293961.067533029,1.327422604444781,3063.240206314355,1.506059527030693,5.24665728843674
287,0,0,0,2,0.01476995065225587,0.2721589441874118,3.10299192312475,382.1242209573866,14.42863893071809,-4839.168323006471,-282.2214608523531,2160.685660110266,11.13033895113171,1748.779325819466,8394.724184397668,-2900.215889753393,1467.141134572237,6506.531939425891,47.82964265671851,116.5829342467327,-30.78762858870817,-1.114817035497668,25.55701171982448,-44.58208661134826,11.31761200969348,73.94424050764626,-91.7714816281212,-38.71240681123192,46.78379294369446,0.3721637738690334,87.02106264134578,104310.4772784884,8431803.294209471,42519.55082728527,3009487.62908021,2.805393271401807,2832.685099760218,1.216047835974445,4.459118129025153
288,0,0,0,0,0.01020706375060806,0.2699305991129876,3.342064707764689,382.5794305104456,12.06096053712155,-6374.242070457867,-61.3257669470571,2862.158393846136,5.166228621276588,1585.072638248174,9404.699931704052,-3519.870999540184,1520.110412358699,7455.755263478098,44.63766044974922,123.4744337900123,-22.47753666761037,-0.7368872740109766,17.65289447376141,-70.33802865652123,8.943801062643162,84.23417678628661,-94.60986463003796,-36.78568164477802,56.40169085056748,0.1609505687786729,67.0739765078295,116561.7907546893,9338853.378917743,43080.76709451977,3247747.136456704,1.724126679060089,2816.618041575387,1.312348292530687,5.760883502815399
289,-1,-1,-1,-1,0.007459916764894615,0.216965179132902,1.551504847640976,361.4643407030318,9.716767366573277,-2740.850211530681,34.52872689287467,1715.735539818178,4.612714219860457,944.7888020635015,4821.579797639246,-1890.837483413986,981.9638811817767,3719.686158745194,35.19958764284178,81.23667593263413,-17.63469624749293,0.3138232925469489,22.91270999590998,-44.92868074229682,6.531336503595492,62.47444486561444,-76.98418179202187,-28.75473176585129,45.97595278940118,0.2853252839771793,48.80907258238126,75460.28376231265,6657250.298744406,32763.90354213514,3045688.789915922,2.154924005968821,3518.759788166722,1.771090670904519,6.758556765433317
290,1,-1,-1,-1,0.007678413951104335,0.2661359027122954,2.352921153049285,391.5829822976258,11.55329871444737,-3707.273649491467,51.3781039465673,1902.244806167026,5.724535992500149,1163.854766347451,5143.955863755356,-3038.975724383247,1217.007042078351,4093.13376340123,39.36221452080248,91.27180439732484,-21.05824886532452,-0.6685050670467689,19.32721917759803,-40.7880611089184,9.914165449174467,78.81142831777973,-79.77959748114708,-32.19983645909813,45.11625422284704,0.08317853410966777,60.72238477465344,94335.4613712417,8601362.653053628,40730.07591977211,2969193.613643408,1.120179796247866,2630.158908891824,1.571476261371892,5.769986806496001
291,-1,1,-1,-1,0.009278606818273681,0.2191520087554226,2.153644982314869,343.5120971012985,10.04569831291562,-3951.147777385963,-243.3077689824794,1922.853140404706,2.523806331555805,1149.90616357491,6926.63019340152,-2056.539507587424,906.9678199587398,6242.331413877079,37.55022126796766,106.1006158067461,-17.61018353238318,0.006977433125611111,12.64124870240592,-65.24485621067508,5.318555728917455,73.64686738021169,-80.52128882627217,-29.38620747975043,56.52466985455976,0.2792662816275816,45.33847000727421,110740.730294173,6736310.499274475,37520.70171304888,2954807.886581259,4.460553165010365,3479.37875143619,1.39575227144846,5.881029965748598
292,1,1,-1,-1,0.00933835250565864,0.2608374186034049,3.52672743140426,368.6389621618831,12.31731013117228,-5845.923683177341,-408.7928749701244,1866.261786031425,2.784051162460244,1836.152309357419,9306.04510300143,-3303.391350656924,1426.343954419047,7041.441551930287,46.97548723966208,123.2528175894625,-34.56253213696377,-0.9151889319853751,16.2612704760355,-53.21065147493591,8.691818189921618,83.27481300837663,-105.8524778622831,-39.69983436418487,46.4009660306678,0.04761447374499408,63.02521844567625,165238.332925335,10098002.58779666,50796.22504759155,3249752.945167465,1.55276037999886,2605.056363865597,1.217434936691471,5.777024489878806
293,-1,-1,1,-1,0.008169861938821387,0.221075919214595,1.645429842995173,359.8886409781258,9.807949116043957,-3502.001273352141,61.64507620485755,1970.418397584522,6.515643225871442,967.1521461198801,6859.793331260395,-1910.135309576138,1023.823734077798,6889.690217841774,35.43633852133503,105.5084547925632,-17.03486254978731,0.2119203090546487,24.35578931314605,-43.66684849560891,7.03152734586728,62.44338432194596,-87.12340323532109,-28.34900127863006,49.03057308857542,0.3130246460661595,57.56189967179592,77890.24763480375,8777120.980618194,32792.16401818822,3236804.136400187,2.958560609519217,3568.538446251847,1.63535171102267,5.899259496968445
294,1,-1,1,-1,0.008168744525316055,0.3142442105703036,3.35809106383704,436.4268475921369,11.92452517448582,-7163.790809288519,-68.63938347859136,2195.283078988213,7.030779881148019,1476.250100882583,10580.46370201063,-4262.982438435484,1407.189472389656,8831.819658084905,44.37920385115958,130.9440094362553,-44.64095147273448,0.4897643092837257,31.99034296764386,-67.280822540183,11.43477906997974,84.26081950071092,-102.2940951822531,-35.17230112765994,59.63500807118823,0.2705944633167211,82.69090156542093,135426.3374117023,14734572.03445679,46629.32752364148,3509040.460198264,1.875072061817229,2550.236680863434,1.38464872204413,4.859024627923819
295,-1,1,1,-1,0.01041165102203854,0.2361995533537025,2.455836104377181,357.6517640102121,10.27950367405986,-4341.124263284387,-139.5524458683942,2244.642855883941,3.599809412893498,1177.428199979123,8167.524201458111,-2713.792473888286,1039.213490227886,8334.537963136807,38.35178303863737,111.9572421428204,-16.29566819268009,0.111465747130693,16.28339354780944,-59.51804476211937,4.675976098792338,72.09220599930683,-104.0035298992131,-29.5660213389253,64.76834282248812,0.3045279314583885,54.95028263203689,104139.5961435179,6389884.499766924,37828.44489287733,2975806.900100498,6.064867112749588,3470.693325197701,1.414695799717266,5.655142784626436
296,1,1,1,-1,0.01056737852792953,0.3335862675513697,5.092620242416261,447.0900930713458,12.75513827358462,-5995.457426905821,-381.848631510339,2946.427347328153,17.42645860506664,2259.392456129329,12695.37423275446,-4795.523498787464,1870.900689111729,10876.02975360127,52.70470645443825,142.1747367298732,-31.8441933923537,-0.2331622286580438,36.30704791350492,-62.91823181013302,9.828018952571913,69.93957220260636,-133.4501132068027,-44.66442500896064,39.98843398044107,0.2536423184154056,99.96058674576848,194681.8043985807,20478595.51624724,51931.16778331387,3545647.84268742,3.838477594539426,2377.291330095382,1.259138217675666,7.18752903326229
297,-1,-1,-1,1,0.01176944397468059,0.2461398905807684,1.860354847626721,379.0346281853655,11.55587173240983,-2935.860613079315,44.27648766574896,1838.217517193898,3.699548411471732,939.2803518014275,4675.093332898593,-2406.703029506108,979.7780343054726,3986.451286738398,35.84837020328944,81.34792815697848,-21.52469085870999,-0.7787440947621371,19.23007592967188,-45.00584433804109,7.347125410864249,65.61703602085086,-74.33105727470438,-28.29510093398822,45.24001134818761,0.1693219300367767,63.94138942565895,62625.96913213057,5306894.675653188,32221.63530466257,2842061.140429054,2.190633969823737,3523.850370622142,1.587823694977303,6.296526039845977
298,1,-1,-1,1,0.01190425171759021,0.2791461387282123,2.408545391047485,399.4919177490182,14.50558670426333,-3664.23046690534,-80.58616529335633,1987.33449061596,2.278577499178477,1213.170074390207,4838.502631182672,-3261.843258291257,1132.854555673664,4353.242451690474,40.76797131639881,89.11546635453611,-25.1735858911584,-2.835294659624368,20.71021872967808,-32.04741163108322,12.31505924402685,75.33857522215288,-70.89199944606868,-31.54731234930096,49.29543723218862,0.0717478937152664,75.84374536639355,93269.59068577297,7855713.624263047,42285.14639230596,3053486.313987121,0.8786855715496291,2566.826967233343,1.390828642984641,5.371402389741454
299,-1,1,-1,1,0.01552268800259393,0.2495401767999485,2.933778968927382,362.2612978434224,12.24186638674797,-5531.061579990114,-580.5144692773979,2462.136641035017,5.313106590139446,1492.608583112022,8612.714816720321,-2361.660427168103,936.107172137292,6676.807356727756,42.18558230879051,118.4009143654687,-38.71683167828559,-0.7616572607015032,26.22896715746505,-62.48118578431804,7.382511225800036,83.78835150590874,-85.54032359535663,-32.7297270981063,56.20460556950796,0.3055737393822415,59.19552751446721,149536.1540641458,8524550.487939509,41708.49808606727,3147323.467622657,4.308732884715519,3653.169569838242,1.41560625442578,7.11023612804114
300,1,1,-1,1,0.01571110636283595,0.2120278066321541,2.362522209865336,318.0039685859268,16.34137203727693,-3370.967336658127,-549.4924611822585,1644.030368078147,2.616691429999161,1641.453490819214,7225.915902971304,-2233.048173755335,1210.220033015346,5978.205519402313,44.29322477307589,108.5492318383624,-27.32377831519183,-2.714048434099532,16.90679382602866,-36.50013831471686,8.307800701760979,66.99782425490267,-93.00545777911447,-38.58708438964336,35.62339489456811,0.2851096045160195,41.98743351033333,145480.2162493411,7717102.824264672,50548.6912785857,3205810.782492804,2.052614598190127,2118.577336438555,1.295135006889713,5.518750048870968
301,-1,-1,1,1,0.01280739203432465,0.2642214553214216,2.248671806835606,391.1502809345723,11.77274524997743,-4840.528054483849,99.44021346392867,1904.637775685155,5.275455303321408,1103.439512977538,8110.107511862668,-2014.328442474274,1208.789501962879,7510.972121272588,38.28867855026706,114.6517667593205,-23.06841485881617,-0.3390881561675098,22.23354850838275,-55.04907757517132,7.862180039041401,70.4963817699093,-93.26376877001316,-29.83898545749723,51.21263406417741,0.3431993761558362,69.60816533826126,77683.23791291422,8700527.310443794,33115.49538751967,3300250.64834345,4.170520677500653,3202.155628075693,1.403120520227069,6.633118622151604
302,1,-1,1,1,0.01280161673179012,0.32476301996038,3.494722783641764,438.1700137185782,15.01109002532453,-5853.741926876729,-107.0920334060747,2644.336599401597,14.75938115950813,1686.460416913544,9886.592694669114,-3746.834046885259,1571.877830785516,7942.262923152016,47.71372706800936,127.0432665243738,-49.34392853885727,-2.506299912031717,38.7344214300437,-52.34958494793904,12.91220502852905,78.45679986107338,-104.1420839265126,-36.57849382452322,53.32834414761202,0.2880533571942723,82.97935936420782,122229.8071411352,10796772.74518576,47358.44442027628,3377381.585111704,2.474029490039003,2234.227878320101,1.218903284393695,4.786694167599954
303,-1,1,1,1,0.01744301580257315,0.2620106419768282,3.137014377414563,371.9895594124949,12.61823383958076,-5307.637660835294,-344.4189255118576,2056.825432816057,4.478283704906005,1514.450585577127,9659.515289990944,-2308.789135464668,1171.576765422309,9190.611792215543,43.36664809721513,124.2198503951914,-25.28144043831003,-0.6505261554005412,22.11203281327468,-51.87758301258447,6.267652770312905,72.64995455321781,-118.1970210207348,-36.03431229223958,60.26884698125532,0.3271816926485985,68.08132513387271,142288.7289717293,11661599.04917279,40797.09711469459,3437841.502656413,5.780793324150679,3983.765157455359,1.440333553009484,6.230376180344753
304,1,1,1,1,0.01749280644920957,0.3844706579386656,5.785577109849474,443.584485554773,16.89356284686155,-7631.594544418759,-723.0726556998886,1958.376050319005,24.00683896169169,2682.176760032204,13346.64506774081,-5220.147922587412,1954.748734207823,10188.52423753036,57.6346263787128,147.8679716824851,-52.59484050003537,-3.034368716002113,40.20854832806297,-56.54115884544837,11.61927011284816,71.0695140137871,-141.4837700900578,-48.88704991123488,42.58496889996361,0.1721347062472674,106.6646088952007,178249.9818229607,19826062.66473348,54933.12457317172,3877908.057509984,2.402499523199091,1945.838774146797,1.104336941175256,4.989872126857503
305,2,0,0,0,0.01056249580320885,0.3521660147319567,4.665767669054931,468.0005744868677,14.65010481309006,-6350.196414303269,-426.2897577193822,3673.642291925326,5.710508819254097,1884.667460888151,10581.84632841241,-4118.817087434973,1456.12980756707,7389.457437986262,49.28384002045845,131.2585427500016,-32.00274073893777,-1.834188616629008,25.21354776492332,-50.05255319369853,12.66572341869417,89.20342059184377,-105.5423757627476,-40.27120468372101,40.46224660252614,0.07650100217198505,98.29899411442831,194775.3941290439,14819155.79653446,50636.95562172716,3577582.823681158,1.452416606601683,2383.377888700583,1.274931260764143,5.623438078841467
306,0,-2,0,0,0.01010092714363008,0.255207371311225,1.929859548706635,386.9133759446694,12.3181821228775,-3472.020638689747,274.1382789802633,1866.558918874339,2.119348168183928,981.3180678551215,4752.478414291837,-2687.761390907811,1257.495821136526,4061.050059035932,36.4780092265952,87.99346587820139,-33.6250156919436,-1.001083666267562,20.36045675022796,-29.55283646378664,9.635498344914994,70.43472978148563,-73.00353275758748,-28.80061275684292,70.29893604083426,0.1220754045935558,59.26895822221557,64419.95870843532,11844285.92558683,34729.69781437154,3227295.775612533,1.252463404144406,2589.332976042887,1.506783862034372,5.421874001590333
307,0,2,0,0,0.01938474838955728,0.1837575874066393,2.425930193630434,284.6124533307715,14.64085855481215,-3437.639261175542,-560.2940845038049,1607.475890385352,5.296857443727146,1852.811446714939,8652.745368004778,-2660.902125246083,1283.083255999732,7436.536313899424,45.64995013896801,118.3618779332934,-27.14947271789189,-1.627541628708365,21.01894839762849,-29.42130576027133,5.04548114867945,64.69888117261735,-112.3203540216282,-40.09059052152946,51.77992250041329,0.212888294462932,29.97424006663628,190562.4093358467,25830170.96956193,49859.53358811288,4077880.781716072,5.256919987355065,2742.397287014698,1.321970204416196,6.807515203002011
308,0,0,-2,0,0.0103035370120743,0.2260439326658573,2.172469250568844,345.6862719851345,12.07698272743697,-3550.902733231397,-40.43712146084374,1546.301065310445,2.083242388722983,1166.546636103685,4261.243826457356,-2090.591464176557,871.1025912138623,4801.21753663299,38.89619783638138,83.24984925741833,-16.52120766022772,-1.44414783313331,12.83777205562978,-43.26469404122307,7.797495711254235,71.13643951583491,-74.90967014925359,-29.09972559946364,43.40931726757105,0.06501401629545572,46.65017997583775,104761.9117743621,7950295.341218854,38682.67255205445,2725821.437790853,1.093299475103126,3368.163350965073,1.657674828765296,7.996245494828948
