n,x1,x2,x3,x4,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35
195,-1,1,-1,-1,0.009247537962509378,0.2190973549229757,2.165561652240689,343.1647205105157,10.04056132860165,-3939.946364632952,-248.9853407976342,1919.486768809934,2.614762797057229,1157.446567008362,6962.162049333188,-2060.724598641193,909.9895711792648,6279.210307738254,37.6140822046641,106.3326667305744,-17.51806174502499,0.007098986297759278,12.70116749545738,-65.40053112905044,5.285628476609653,73.43123682397848,-80.97802981505319,-29.48833409911341,56.23819161694222,0.2784155876322297,45.08354834667774,111997.8415476847,6840176.257472094,37732.26253608878,2967167.458860016,4.46638575308746,3471.427364323879,1.394630295198022,5.874756725296299
196,1,1,-1,-1,0.00909260955553262,0.2586407462323722,3.51470064481346,366.9894197358468,12.24216990388995,-5787.877124449598,-420.5352377976609,1840.58107357089,2.629836869387135,1836.403363156022,9272.029368729378,-3277.458490417118,1412.415668675296,7011.939032501662,46.90429650186059,122.9047509599723,-33.60447965960287,-0.8637423250539611,15.78768743178018,-53.77257889392752,8.537296310588786,83.05620270248318,-105.5654389771724,-39.70867078131691,44.71839534711721,0.04445211590050952,62.06075616865802,167591.2422662044,10228477.36681892,50964.90583561175,3244044.064194239,1.568021135691166,2603.149787522202,1.221279974094991,5.913447987026375
197,-1,-1,1,-1,0.0083923326472014,0.2202036824782967,1.626766319469278,358.6489969819802,9.834915454395704,-3538.519286343359,58.74800084873959,1953.100736211829,6.308644566828776,972.9027905589255,6924.223146577108,-1934.436998493135,1030.634425718275,6898.908287387856,35.51089208183865,106.2267419140413,-17.86130357097249,0.2198402769619454,24.21544244864029,-43.26971126865338,7.023695375471124,62.92321036908258,-87.64035082098661,-28.46361808542358,50.18484291478686,0.3160180703618907,57.55954697070873,78128.16396444067,9004068.741483245,32698.25365697239,3258859.310883171,3.013547372398796,3573.69182811729,1.622882402749568,5.803815657392475
198,1,-1,1,-1,0.008245336526218122,0.3139205036544826,3.333216216692299,435.9416758668592,11.92962944403648,-7202.858784082743,-68.50403726007748,2177.591516475721,6.884984158211959,1474.421203976932,10588.28699157034,-4295.868891690101,1408.484501627158,8720.57748635923,44.28930988563756,130.9888065750004,-45.88440382052633,0.5086912504539,32.10617804749268,-67.25588166138441,11.44198714243689,84.56385590393272,-101.7125899860538,-35.15573976972411,60.38307768173653,0.2684923964638019,81.9773120200574,135654.7611547413,15169494.5959869,46529.56060286732,3543261.294188302,1.77294765419576,2525.832659262633,1.38371798502852,4.813600552052608
199,-1,1,1,-1,0.0104234626940924,0.2315363419785259,2.4213243108936,352.5143972313012,10.25402470372219,-4286.946586295567,-138.0129106443622,2186.650754019436,3.716086598252768,1192.082081116279,8127.775047265764,-2678.881987054021,1055.091026619658,8271.511338333916,38.45381010613939,111.3726333646749,-15.83028409950302,0.1098496308992558,15.97999867490573,-59.36356113775253,4.477734376240203,71.28299425472042,-104.4670575091421,-29.85726252617265,63.87754661252499,0.2994014055657388,53.27214808871753,102980.6197189711,6313414.198601258,37967.01936755504,2975240.810604217,6.001614928037895,3465.775720343242,1.413849199836108,5.68925891479963
200,1,1,1,-1,0.01038985832866392,0.3442086054897083,5.288472434843622,455.7349685974961,12.97484338793205,-6277.079171735638,-385.3883234792488,3038.744970259969,17.25927552458656,2328.570797866958,13098.56429207996,-4995.673085461471,1941.414044320282,11101.91655247566,53.86532515992995,146.2097079947212,-33.63437349509742,-0.2363311331369814,36.42066839577439,-62.76528597908732,10.61780156021604,72.3621159570345,-135.1044911872994,-45.72658460203176,41.25939642010167,0.2367947140538203,104.7986531376393,202628.5989919282,21558919.0773332,53329.01990746488,3636114.86617511,3.612627138744249,2272.376462143663,1.205558467191621,6.846487240288503
201,-1,-1,-1,1,0.01200603378642073,0.2434047619896793,1.814124869020638,376.6944562689945,11.60038845236286,-2922.072230411342,47.85577995807984,1797.547526923182,3.544387237206445,931.6777875019856,4695.241301960749,-2395.091056501414,978.4037981516814,4031.072630816504,35.65249753294071,81.4521610022923,-21.70451850521131,-0.7947508125867464,19.2635369268146,-44.29380741146185,7.193800286684345,64.98262440670956,-74.73335818834722,-28.20420698724157,45.4105220382277,0.1711265836102406,62.90517885886806,61653.44985108669,5595347.797345008,32074.56039550115,2860385.551395352,2.245478234535518,3501.09578707949,1.589193769319853,6.359669181135501
202,1,-1,-1,1,0.01169218332610372,0.2784670468390867,2.414852367110666,399.7508858966034,14.32416744758628,-3687.209464407872,-80.15508909798737,2002.309994625668,2.310112427909242,1207.832721305379,4821.899268316234,-3243.346033521816,1128.560506557981,4302.185049917411,40.65500389422456,88.6863383353966,-24.958996831817,-2.737770178577438,20.7974506178908,-32.57866521777301,12.21716803750505,75.53219817974866,-70.79081121380874,-31.45050574138077,49.35882132427739,0.07423574287968313,75.77806231475385,92363.766994489,7448738.85768144,42053.3361733882,3026936.626722332,0.8775516573201337,2596.5533301938,1.404761005043845,5.436236372767655
203,-1,1,-1,1,0.01567044264221211,0.2485356716065285,2.888734962613877,360.9869564680733,12.21814178562736,-5368.104333413559,-597.2354694598606,2424.540059986654,5.590088929905214,1484.536163808361,8587.568566578097,-2340.046123767441,903.5030321086396,6853.506188566523,42.12784367063703,118.3602595540551,-37.23649491290787,-0.8050354211086683,26.09413946573925,-62.63957293000126,7.284365223872638,82.5509928766225,-85.9821944557718,-32.46230510618609,55.14427043996482,0.3221112154489797,60.99904947702088,148738.5686653338,8372642.808871544,41080.27698690275,3132966.792622686,4.595869322610177,3770.764422172636,1.40392299694645,7.05548413529385
204,1,1,-1,1,0.01567196508570556,0.2147417244126506,2.37333611732353,319.4875047877911,16.22767095560252,-3450.908315117161,-525.2123156727016,1613.380728544165,2.603838810392411,1627.076081461902,7085.764746425068,-2262.364358411025,1224.893969704503,5823.304591270034,44.11115259960717,107.7069012765282,-28.38028287223858,-2.71925758061168,16.72476882977216,-36.52820445577053,8.444850220158257,67.86732102742458,-91.8425702058073,-38.35925377184738,37.8251602544778,0.2640464812338214,42.27689854681574,140796.3792884927,7300007.185232423,50418.33466187755,3195533.483994569,1.903501361866273,2100.777497986477,1.288048070474096,5.346750043215157
205,-1,-1,1,1,0.01246905581131318,0.2657422730876213,2.277131629554757,391.035555977444,11.7863540366069,-4819.605514369059,93.30986172545722,1857.283046083141,5.557684528942606,1124.865382728042,8066.743238809431,-2061.79865411565,1219.6551674414,7475.743687690544,38.52254859014808,114.7604247720377,-23.65543080092145,-0.313355788329844,22.0821648888385,-54.24183722509386,8.068567302714575,70.42067697429096,-92.93731373523161,-30.06098523591649,51.00356109483487,0.3362904390451222,70.74788942164324,78325.98636303106,8979641.437807078,33288.98657042068,3306794.354497509,3.962553358109534,3168.388704333783,1.39421543857307,6.492508324405233
206,1,-1,1,1,0.01281442185273041,0.3190567675155079,3.39199955003905,434.6474390098387,14.9001905387142,-5598.097300708173,-110.2985781371841,2661.028594315914,14.82189747388307,1661.652524491592,9751.246546684933,-3663.474828548074,1559.178749371377,7901.611561054333,47.30196671639715,126.4345510235076,-47.82405830336927,-2.429594150524391,38.82951282539246,-50.69482090193141,12.79221516567084,77.2424990986489,-103.2130539646071,-36.43141873236387,53.46834101153503,0.3076047626856635,82.22167079857547,120956.3525347609,10884434.99724956,46914.95376431125,3378254.617418777,2.656800800769149,2263.916089611112,1.228231143606202,4.710261229908468
207,-1,1,1,1,0.01758342495733466,0.2653548393921809,3.192859050915222,378.9522802577358,12.74660120646862,-5308.485770591774,-340.4181027129177,2151.695517529293,4.41862064257344,1506.322459516449,9689.110766637383,-2334.109427622552,1172.611405935512,9279.143502507372,43.44285044611831,124.3154228431899,-25.35578917532181,-0.6310806961041652,23.14139519688598,-50.96104001372665,6.550793142545634,72.89261728839631,-117.8202431768476,-36.09321303731942,60.21329330315279,0.3413165015740999,70.8274155941333,143852.6897981829,11810952.77658594,40791.22455488562,3397284.84291061,5.880382740799792,3991.082159640836,1.457565668784216,6.446226906850884
208,1,1,1,1,0.01768116882814527,0.3862666688146957,5.71628259877977,446.414831768416,16.99049021530121,-7459.812372587981,-708.7063149218956,1914.20858680495,24.12491741669154,2650.996448849972,13093.56784661369,-5271.706221202719,1944.355012968797,9824.968288303151,57.22604615900732,145.1559249759826,-52.77642255996764,-3.069379530648737,40.60576426244872,-53.7494471686935,11.63531947452339,70.3510359492993,-140.9891070496958,-48.62258180532596,42.3933651189951,0.1692451242018555,106.4157840749787,174709.6468106248,20241814.27856425,54496.36183403017,3895822.675736811,2.407011690094364,1875.582634947781,1.124172193199655,4.885189197332764
209,2,0,0,0,0.01036350885685326,0.3573330746629778,4.799975905781316,471.932110200447,14.60534740388645,-6589.123259554994,-450.3269775494275,3786.952279827129,5.363365304476751,1925.850240379037,10967.82484072041,-4258.638024561643,1480.624264611784,7571.657968387539,49.84242159346864,134.3476144820988,-33.46464046985106,-1.731228208039035,25.23949349945289,-51.51522171292032,12.84559798549559,90.98748702873584,-107.1846165999368,-40.8194872867105,42.62275905707509,0.07218827290223416,99.84896403204968,202385.977812701,15466599.75138319,51515.70166438512,3653579.668694648,1.404233425497926,2366.648821940716,1.251397299735018,5.341974779844108
210,0,-2,0,0,0.01037405570799102,0.2542767718106658,1.951184236496696,384.4516520550412,12.48181683301538,-3507.383391775184,258.362915040208,1827.928285941723,2.157754230136071,1009.782327673429,4836.501302521522,-2746.47104342375,1268.546346057104,4134.63802240583,36.76514663147756,88.69526741868815,-34.4450314233592,-1.059299170146955,20.49191112394907,-28.25724196849525,9.63382623795337,70.13863781647314,-74.11592508817077,-29.18719014530432,70.74957476949156,0.1153250010726018,58.90485681017546,66886.94510791356,12590957.68743256,35205.02201326061,3267145.798103792,1.208145265644477,2556.931140689802,1.501970938872935,5.375242712229829
211,0,2,0,0,0.01981949466068362,0.179067148788396,2.41885741541578,279.1933490445381,14.67303475911345,-3612.110446457073,-581.1076389664163,1556.715358913488,5.023374041238277,1867.742853835871,8944.99421199688,-2591.411985987927,1282.864046207221,7748.174824824939,45.64021816684319,121.2714031520998,-28.06957959277547,-1.634625699440859,20.88735632355385,-30.44273328542405,4.679416033556853,65.02157884757713,-113.5353025557193,-40.12375845963901,53.24377240132573,0.2240094779427949,27.42608633827391,192897.9276718639,26255332.42023169,50074.82850626016,4099097.860652348,5.593393556668352,2718.769819213858,1.302585736198613,7.022213193605819
212,0,0,-2,0,0.0104346574242742,0.2270682884389076,2.189461208313704,346.5649827334472,12.17074974859453,-3536.031827906054,-40.66807268279614,1583.502663904645,2.039771447850325,1168.633214906511,4252.273258810788,-2083.168896247137,870.7219481019081,4800.675748132426,38.94050842543797,83.34996581162375,-16.41712596239752,-1.51627249848136,12.77126359426258,-42.59677167759233,7.845646512511784,71.3713446213557,-74.99161369043803,-29.07668593213344,43.42335900732032,0.06190796110533332,46.81207656837344,105666.8909407183,8030950.592179797,38698.08567121791,2728185.492550488,1.124680035308777,3355.737855941293,1.655314745123531,8.037567239229526
213,0,0,2,0,0.01270501695712887,0.2364311394827321,2.460932517726855,370.9853423011693,12.82892539031745,-4410.053862884478,-28.18857732689204,1523.789801569626,7.480235722886428,1260.137203569585,6787.227697296145,-1967.011499789935,1199.775517224393,6648.669740531056,39.6594391167755,98.27793719326168,-18.00795114292784,-1.561741968897607,26.17949308779777,-42.24655331020204,7.504970333935232,60.36063672778604,-91.72168020435448,-32.59618303699618,36.11953533672757,0.2280039150630388,55.23149854717518,78804.68213511516,5958631.747511223,40346.08022310664,2768911.742400485,2.530619771296761,2764.432966574472,1.670447873177412,8.65991338481591
214,0,0,0,-2,0.005702384849105776,0.2117934147217751,2.197057596519272,335.4364890302669,9.523181031256511,-3609.083108560106,34.20502242175328,1962.123476563806,5.322439373739599,1274.187694293718,6720.721256019679,-1687.638122303155,1312.27507069745,6457.613158064936,39.96839319945692,104.5332455751453,-12.09676965053825,1.072446694484309,17.31593324827782,-60.73837340274871,7.639405705097267,66.40141221814822,-82.3402710202705,-33.66689922110223,44.85323783464403,0.1908614097473408,42.54016967629511,117088.4804523284,8623692.491673216,45336.9896655732,3314468.872039638,1.370969891862437,3026.295635126977,1.485873097653296,5.204549915975138
215,0,0,0,2,0.01468596218366516,0.2721136142234221,3.1569340401994,382.3035137582405,14.47410859585884,-4804.610549242847,-284.6927958000243,2234.661714164773,11.32157532557156,1771.928825918107,8583.047255076399,-2949.234091220504,1489.562830330229,6811.638391114341,48.20856584349534,117.7145588047325,-28.56574246816402,-1.102831573484285,25.69201381762634,-45.07473009673657,11.29996523924675,73.01971458120862,-93.72034651383682,-39.09930856089056,46.53052506075552,0.3815078782939006,87.87444876995093,107321.7719212147,8831315.427610891,43172.02646795269,3043976.427955851,3.021791738076951,2821.348561632795,1.20746436813969,4.4055689828342
216,0,0,0,0,0.01035935479402258,0.2685093010480064,3.336204467833649,380.2120492218558,12.12769702407963,-6394.167459698409,-60.87840659526882,2869.455611191452,5.217214142862036,1602.007201142212,9470.40143967829,-3530.110183568263,1545.270068598725,7455.884983218421,44.88967282096102,124.3266923817477,-22.35715841834123,-0.6959154178878907,17.27477775011476,-70.75519878903472,9.021096749561123,84.40073062756586,-94.23415570300504,-37.15777915132669,56.617579975099,0.1666134039023004,67.31385559083431,115692.5360450425,9406765.61728684,43219.58064905892,3260695.374670952,1.675846797403592,2790.210923455857,1.291884270035196,5.584802376651748
217,-1,-1,-1,-1,0.00761245083539754,0.2125921996151476,1.464963376611043,357.7566767177431,9.693303546941793,-2626.057134811348,35.24162613507029,1666.573516790914,4.479207299847618,924.5699518882973,4657.911980174387,-1784.911755283911,963.5830213054406,3607.686578441263,34.90407174287787,79.97040953495326,-17.1138484940648,0.3166729216293796,22.79107442189061,-44.42302795725687,6.41938645171378,61.62517251859917,-75.69711379559824,-28.50193067768928,45.68732461635716,0.2926957460541827,47.57779429805937,72999.78178074752,6392975.361493997,32431.92263680437,3034093.323572773,2.190091798946713,3550.330525110069,1.777659644924687,6.788410325532547
218,1,-1,-1,-1,0.007550085611218755,0.2643250430751447,2.330202556750107,389.8829909578279,11.57680571965228,-3700.164101978934,49.9551216736788,1906.2964912676,5.673089907107896,1166.612916993825,5147.792154538372,-2974.789045409064,1218.098060444378,4113.816892188852,39.45990352305297,91.78526467860347,-20.63449010176613,-0.675693907571405,19.26264984275853,-40.98649241842384,10.01672406809924,79.10465763467424,-79.43323641272364,-32.30974819861311,44.21302941928968,0.08588750151949168,59.58953230630917,96265.98728511283,8504087.223905336,41206.95430866752,2975557.670293872,1.055272768169846,2608.24533487883,1.57047388314803,5.780188672891443
219,-1,1,-1,-1,0.009251305081784563,0.2178262737940661,2.12848018246545,342.4838461644277,10.04117775284664,-3914.496628616553,-234.9145145765391,1918.625422205995,2.405367470561342,1141.64162815494,6880.827458725031,-2026.554045944118,907.1057892392733,6221.87643568713,37.43286690756403,105.7965791472097,-17.15793982497825,0.006756535193637781,12.38059258135489,-65.07032200286757,5.276767821535979,73.36936568917282,-80.22550873733282,-29.31163887520389,56.46524560126623,0.2789317862617607,44.78193266117466,109800.4720389824,6706599.277743059,37423.5325531391,2954967.934559533,4.449249790514596,3471.538657081298,1.396592276701562,5.887360426085034
